1,0.00744048
1,0.00442885
1,0.00263622
1,0.00156918
1,0.000934036
1,0.000555974
1,0.000330937
1,0.000196986
1,0.000117254
1,6.97939e-05
1,4.1544e-05
1,2.47285e-05
1,1.47194e-05
1,8.76153e-06
1,5.2152e-06
1,3.10428e-06
1,1.84779e-06
1,1.09987e-06
1,6.54687e-07
1,3.89695e-07
1,2.31961e-07
1,1.38072e-07
1,8.21858e-08
1,4.89201e-08
1,2.91191e-08
1,1.73328e-08
1,1.03171e-08
1,6.14116e-09
1,3.65545e-09
1,2.17586e-09
1,1.29516e-09
1,7.70927e-10
1,4.58885e-10
1,2.73146e-10
1,1.62587e-10
1,9.67778e-11
1,5.76059e-11
1,3.42892e-11
1,2.04102e-11
1,1.2149e-11
1,7.23152e-12
1,4.30448e-12
1,2.56219e-12
1,1.52511e-12
1,9.07805e-13
1,5.4036e-13
1,3.21643e-13
1,1.91454e-13
1,1.13961e-13
1,6.78338e-14
1,4.03772e-14
1,2.40341e-14
1,1.4306e-14
1,8.51547e-15
1,5.06873e-15
1,3.0171e-15
1,1.7959e-15
1,1.06899e-15
1,6.36301e-16
1,3.7875e-16
1,2.25447e-16
1,1.34194e-16
1,7.98777e-17
1,4.75462e-17
1,2.83013e-17
1,1.6846e-17
1,1.00274e-17
1,5.96869e-18
1,3.55279e-18
1,2.11476e-18
1,1.25878e-18
1,7.49276e-19
1,4.45998e-19
1,2.65475e-19
1,1.58021e-19
1,9.40599e-20
1,5.59881e-20
1,3.33262e-20
1,1.9837e-20
1,1.18078e-20
1,7.02843e-21
1,4.18359e-21
1,2.49023e-21
1,1.48228e-21
1,8.8231e-22
1,5.25184e-22
1,3.1261e-22
1,1.86077e-22
1,1.1076e-22
1,6.59287e-23
1,3.92433e-23
1,2.33591e-23
1,1.39042e-23
1,8.27633e-24
1,4.92638e-24
1,2.93237e-24
1,1.74546e-24
1,1.03896e-24
1,6.18431e-25
1,3.68114e-25
1,2.19115e-25
1,1.30426e-25
1,7.76344e-26
1,0.00442885
1,0.00527245
1,0.00470754
1,0.00373614
1,0.00277987
1,0.00198562
1,0.0013789
1,0.000938029
1,0.000628145
1,0.00041544
1,0.000272014
1,0.000176632
1,0.0001139
1,7.30128e-05
1,4.65643e-05
1,2.95646e-05
1,1.86979e-05
1,1.17844e-05
1,7.4042e-06
1,4.63922e-06
1,2.89951e-06
1,1.80809e-06
1,1.12516e-06
1,6.98858e-07
1,4.3332e-07
1,2.68246e-07
1,1.65811e-07
1,1.02353e-07
1,6.31e-08
1,3.88547e-08
1,2.38987e-08
1,1.46843e-08
1,9.01381e-09
1,5.52795e-09
1,3.38722e-09
1,2.07381e-09
1,1.2687e-09
1,7.75589e-10
1,4.73809e-10
1,2.89261e-10
1,1.76483e-10
1,1.07612e-10
1,6.55798e-11
1,3.99434e-11
1,2.43162e-11
1,1.47956e-11
1,8.99834e-12
1,5.47011e-12
1,3.32385e-12
1,2.01886e-12
1,1.22574e-12
1,7.43912e-13
1,4.5132e-13
1,2.73712e-13
1,1.65941e-13
1,1.0057e-13
1,6.09321e-14
1,3.69054e-14
1,2.23463e-14
1,1.35268e-14
1,8.18586e-15
1,4.95241e-15
1,2.99541e-15
1,1.81128e-15
1,1.09499e-15
1,6.61808e-16
1,3.99902e-16
1,2.4159e-16
1,1.45918e-16
1,8.81148e-17
1,5.31986e-17
1,3.21118e-17
1,1.93797e-17
1,1.16935e-17
1,7.05449e-18
1,4.25509e-18
1,2.56612e-18
1,1.54729e-18
1,9.32813e-19
1,5.62274e-19
1,3.38871e-19
1,2.04199e-19
1,1.23029e-19
1,7.4114e-20
1,4.46407e-20
1,2.68844e-20
1,1.61887e-20
1,9.7469e-21
1,5.86766e-21
1,3.5319e-21
1,2.12568e-21
1,1.27919e-21
1,7.69698e-22
1,4.6308e-22
1,2.78575e-22
1,1.67564e-22
1,1.0078e-22
1,6.06062e-23
1,3.64432e-23
1,2.19115e-23
1,1.3173e-23
1,7.91871e-24
1,4.75973e-24
1,0.00263622
1,0.00232659
1,0.00482568
1,0.00558181
1,0.00529403
1,0.00449337
1,0.00353135
1,0.0026108
1,0.00182845
1,0.00121401
1,0.000759948
1,0.000441603
1,0.000229422
1,9.54671e-05
1,1.6293e-05
1,-2.63205e-05
1,-4.5736e-05
1,-5.12854e-05
1,-4.91938e-05
1,-4.34214e-05
1,-3.63531e-05
1,-2.93242e-05
1,-2.30022e-05
1,-1.76505e-05
1,-1.33034e-05
1,-9.8779e-06
1,-7.24143e-06
1,-5.25027e-06
1,-3.76983e-06
1,-2.68362e-06
1,-1.8957e-06
1,-1.32982e-06
1,-9.26969e-07
1,-6.4243e-07
1,-4.4287e-07
1,-3.03806e-07
1,-2.07463e-07
1,-1.41074e-07
1,-9.55521e-08
1,-6.44806e-08
1,-4.33623e-08
1,-2.90656e-08
1,-1.94227e-08
1,-1.29414e-08
1,-8.59914e-09
1,-5.69899e-09
1,-3.7676e-09
1,-2.4849e-09
1,-1.63522e-09
1,-1.07378e-09
1,-7.03664e-10
1,-4.60219e-10
1,-3.00435e-10
1,-1.95775e-10
1,-1.27354e-10
1,-8.27088e-11
